Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
530;9-11 AVENUE BEAUCOUR;75008;Paris;2005;EMMAUS HAB;13;13;0;0;0;construction neuve;;8;foyer pour jeunes travailleurs ou résidence pour jeunes;648829.5033;6864363.348;"{""type"": ""Point"", ""coordinates"": [2.302319112731451, 48.877257178654965]}";48.8772571787,2.30231911273
318;158-160, RUE DU FAUBOURG SAINT ANTOINE OU 47-49 RUE DE CITEAUX;75012;Paris;2004;SAGI;11;0;11;0;0;construction neuve;;12;logement familial;654577.148;6861317.864;"{""type"": ""Point"", ""coordinates"": [2.381007092976047, 48.850300577940324]}";48.8503005779,2.38100709298
321;74-76, RUE DAGUERRE 22-24, RUE DEPARCIEUX (LA BELIERE);75014;Paris;2004;RIVP;8;0;8;0;0;construction neuve;;14;logement familial;650497.2211;6859705.692;"{""type"": ""Point"", ""coordinates"": [2.325598744921097, 48.83550178283692]}";48.8355017828,2.32559874492
329;103-103 BIS, RUE DE CHARENTON;75012;Paris;2004;PARIS HAB;32;6;26;0;0;construction neuve;;12;logement familial;654341.1989;6860990.047;"{""type"": ""Point"", ""coordinates"": [2.377827064266387, 48.84733584483077]}";48.8473358448,2.37782706427
330;22, RUE DULONG;75017;Paris;2004;SABLIERE;29;7;22;0;0;acquisition conventionnement;;17;logement familial;649950.6515;6865115.115;"{""type"": ""Point"", ""coordinates"": [2.3175159776183403, 48.88410568464422]}";48.8841056846,2.31751597762
334;4 RUE THOREL;75002;Paris;2004;SEM CENTRE;6;0;6;0;0;acquisition réhabilitation;;2;logement familial;652249.1859;6863473.191;"{""type"": ""Point"", ""coordinates"": [2.349042421546552, 48.86951484705171]}";48.8695148471,2.34904242155
7;11, RUE CHANEZ 20, RUE ERLANGER;75016;Paris;2001;IMM 3F;310;0;211;0;99;acquisition conventionnement;;16;logement familial;645678.1466;6861025.125;"{""type"": ""Point"", ""coordinates"": [2.259781242843764, 48.84697919743069]}";48.8469791974,2.25978124284
20;71-73, RUE DE LA REUNION;75020;Paris;2001;PARIS HAB;8;0;8;0;0;construction neuve;;20;logement familial;656021.764;6861938.574;"{""type"": ""Point"", ""coordinates"": [2.400628401366904, 48.855982832384406]}";48.8559828324,2.40062840137
38;4 RUE MONT  LOUIS  2, IMPASSE DE MONT-LOUIS;75011;Paris;2001;SIEMP;9;0;9;0;0;acquisition réhabilitation;;11;logement familial;655096.1707;6862177.232;"{""type"": ""Point"", ""coordinates"": [2.387988944489281, 48.85806521967856]}";48.8580652197,2.38798894449
51;73 RUE DE WATTIGNIES;75012;Paris;2001;RIVP;24;0;0;0;24;acquisition conventionnement;;12;logement familial;655922.3961;6859612.789;"{""type"": ""Point"", ""coordinates"": [2.399515232509636, 48.835060167734014]}";48.8350601677,2.39951523251
213;27 RUE DU FAUBOURG POISSONNIERE;75009;Paris;2003;SIEMP;22;0;22;0;0;acquisition réhabilitation;;9;logement familial;652159.6313;6863844.41;"{""type"": ""Point"", ""coordinates"": [2.347779835066596, 48.87284649373867]}";48.8728464937,2.34777983507
273;4-10 RUE TERNAUX;75011;Paris;2003;SAGECO;53;0;53;0;0;acquisition réhabilitation;;11;logement familial;653949.8642;6862840.115;"{""type"": ""Point"", ""coordinates"": [2.372294336186503, 48.86394553305165]}";48.8639455331,2.37229433619
65;2 PASSAGE HENNEL 136 A 142 RUE DE CHARENTON;75012;Paris;2001;SAGI;7;0;7;0;0;construction neuve;;12;logement familial;654519.3031;6860782.645;"{""type"": ""Point"", ""coordinates"": [2.380276094432438, 48.845483271602475]}";48.8454832716,2.38027609443
85;29 RUE CAMBACERES;75008;Paris;2001;SAGI;14;0;14;0;0;acquisition conventionnement;;8;logement familial;649947.6895;6863971.561;"{""type"": ""Point"", ""coordinates"": [2.317610346237231, 48.87382182630564]}";48.8738218263,2.31761034624
724;48, RUE DE LA VILLETTE;75019;Paris;2006;SIEMP;1;0;1;0;0;construction neuve;;19;logement familial;655105.8541;6864276.476;"{""type"": ""Point"", ""coordinates"": [2.387899132761364, 48.87694408179643]}";48.8769440818,2.38789913276
735;161-161BIS RUE DE LA CONVENTION;75015;Paris;2006;SIEMP;50;50;0;0;0;acquisition réhabilitation;Résidence social issue du plan de traitement des foyers de travailleurs migrants;15;site de desserrement de foyer de travailleur migrant;648139.368;6860081.691;"{""type"": ""Point"", ""coordinates"": [2.293432366815545, 48.83869772608401]}";48.8386977261,2.29343236682
749;6-8, RUE DES THERMOPYLES 13-15, RUE DE PLAISANCE;75014;Paris;2010;PARIS HAB;1;1;0;0;0;construction neuve;régularisation sur agrément antérieur;14;maison relais;650059.1346;6859376.079;"{""type"": ""Point"", ""coordinates"": [2.319669454746711, 48.83250375601696]}";48.832503756,2.31966945475
767;84, AVENUE DU DOCTEUR ARNOLD NETTER;75012;Paris;2007;COALLIA;24;24;0;0;0;construction neuve;;12;résidence sociale pour démuni;656426.1131;6860883.813;"{""type"": ""Point"", ""coordinates"": [2.406247085929364, 48.8465248442083]}";48.8465248442,2.40624708593
617;83, RUE PHILIPPE DE GIRARD;75018;Paris;2006;SIEMP;19;0;19;0;0;construction neuve;;18;résidence pour étudiants;653114.0003;6865545.425;"{""type"": ""Point"", ""coordinates"": [2.360602641380333, 48.88821342851256]}";48.8882134285,2.36060264138
620;3- 5-7 CITE DEBERGUE;75012;Paris;2006;ELOGIE;13;0;13;0;0;acquisition réhabilitation;;12;logement familial;656251.6142;6860797.797;"{""type"": ""Point"", ""coordinates"": [2.403878241888139, 48.845739475196446]}";48.8457394752,2.40387824189
638;1-11 RUE MERLIN;75011;Paris;2006;SABLIERE;79;0;79;0;0;acquisition conventionnement;;11;logement familial;654945.0315;6862335.974;"{""type"": ""Point"", ""coordinates"": [2.38591226928858, 48.859482221199606]}";48.8594822212,2.38591226929
656;58 RUE DE L'HOTEL DE VILLE;75004;Paris;2006;SEM CENTRE;9;4;5;0;0;acquisition réhabilitation;;4;logement familial;652707.1277;6861802.708;"{""type"": ""Point"", ""coordinates"": [2.355470859907566, 48.85452620631221]}";48.8545262063,2.35547085991
672;27, RUE RIQUET;75019;Paris;2006;PARIS HAB;44;0;0;0;44;construction neuve;;19;logement familial;654040.5241;6865578.885;"{""type"": ""Point"", ""coordinates"": [2.373233745058501, 48.88858112553088]}";48.8885811255,2.37323374506
937;17 RUE DE SEVIGNE;75004;Paris;2007;IMM 3F;13;3;10;0;0;construction neuve;;4;logement familial;653225.9836;6862020.08;"{""type"": ""Point"", ""coordinates"": [2.362517843189689, 48.85651889460827]}";48.8565188946,2.36251784319
943;13, RUE MORERE;75014;Paris;2007;AXIMO;15;15;0;0;0;construction neuve;;14;résidence sociale pour démuni;650218.8278;6858497.652;"{""type"": ""Point"", ""coordinates"": [2.32194755839963, 48.824616325295615]}";48.8246163253,2.3219475584
948;8-10, PASSAGE CHAMPIONNET;75018;Paris;2007;SIEMP;8;0;8;0;0;construction neuve;;18;logement familial;652129.6482;6866373.43;"{""type"": ""Point"", ""coordinates"": [2.347085999344014, 48.89558692566861]}";48.8955869257,2.34708599934
344;3, BD SERURIER 4-6 RUE DU LEMAN;75019;Paris;2004;SAGI;6;0;6;0;0;construction neuve;;19;logement familial;656449.4941;6864312.633;"{""type"": ""Point"", ""coordinates"": [2.406214333683581, 48.877361499604426]}";48.8773614996,2.40621433368
361;43 RUE BERZELIUS;75017;Paris;2004;SIEMP;11;0;0;0;11;acquisition réhabilitation;;17;logement familial;650106.9946;6866238.14;"{""type"": ""Point"", ""coordinates"": [2.3195158326958483, 48.89421674339553]}";48.8942167434,2.3195158327
363;55-57, RUE CHAMPIONNET - 3-5, PASSAGE CHAMPIONNET;75018;Paris;2004;SIEMP;3;0;3;0;0;acquisition réhabilitation;;18;logement familial;652145.0682;6866379.35;"{""type"": ""Point"", ""coordinates"": [2.347295639034845, 48.89564130818471]}";48.8956413082,2.34729563903
404;44 RUE ALBERT THOMAS;75010;Paris;2004;LOG.FR.;15;3;12;0;0;acquisition conventionnement;;10;logement familial;653217.755;6863549.3;"{""type"": ""Point"", ""coordinates"": [2.362237370352882, 48.87027035950734]}";48.8702703595,2.36223737035
874;31, RUE DU PONT NEUF;75001;Paris;2007;SIEMP;1;1;0;0;0;acquisition réhabilitation;;1;logement familial;651930.7791;6862555.285;"{""type"": ""Point"", ""coordinates"": [2.344805802222881, 48.861236591486204]}";48.8612365915,2.34480580222
890;8, RUE LA CONDAMINE;75017;Paris;2007;LOGICIL;7;0;0;0;7;construction neuve;;17;logement familial;650442.4133;6865522.419;"{""type"": ""Point"", ""coordinates"": [2.324173886253715, 48.88780645835731]}";48.8878064584,2.32417388625
1135;GROUPE VERSAILLES;75016;Paris;2008;PARIS HAB;4;0;4;0;0;acquisition réhabilitation;;16;logement familial;646872.4815;6861367.125;"{""type"": ""Point"", ""coordinates"": [2.276012241788055, 48.85015434891085]}";48.8501543489,2.27601224179
1140;168, BD DE  LA VILLETTE;75019;Paris;2008;SIEMP;9;0;4;0;5;construction neuve;;19;logement familial;653835.3021;6864698.437;"{""type"": ""Point"", ""coordinates"": [2.370530890309093, 48.88064884330986]}";48.8806488433,2.37053089031
1160;18 RUE DES HALLES;75001;Paris;2008;ELOGIE;5;0;5;0;0;acquisition conventionnement;;1;logement familial;652067.2195;6862413.931;"{""type"": ""Point"", ""coordinates"": [2.346681370930462, 48.85997558030531]}";48.8599755803,2.34668137093
1189;4 RUE DU PAS DE LA MULE;75003;Paris;2008;ELOGIE;9;0;9;0;0;acquisition conventionnement;;3;logement familial;653606.7957;6861950.407;"{""type"": ""Point"", ""coordinates"": [2.367715304553348, 48.85591986637047]}";48.8559198664,2.36771530455
1200;35 RUE QUINCAMPOIX;75004;Paris;2008;ELOGIE;20;0;20;0;0;acquisition conventionnement;;4;logement familial;652330.2196;6862490.571;"{""type"": ""Point"", ""coordinates"": [2.350257276425489, 48.86068430950768]}";48.8606843095,2.35025727643
1223;7 RUE ERNEST LEFEBURE;75012;Paris;2008;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;12;logement familial;656617.7731;6859838.035;"{""type"": ""Point"", ""coordinates"": [2.408965274247749, 48.83713301512096]}";48.8371330151,2.40896527425
1012;24, RUE EMILE CHAINE 26, RUE BOINOD;75018;Paris;2007;SIEMP;6;0;6;0;0;construction neuve;;18;logement familial;652411.123;6866094.575;"{""type"": ""Point"", ""coordinates"": [2.350956182714512, 48.89310016338339]}";48.8931001634,2.35095618271
1013;28, RUE BOINOD;75018;Paris;2007;SIEMP;7;0;0;0;7;acquisition réhabilitation;;18;logement familial;652403.5212;6866109.005;"{""type"": ""Point"", ""coordinates"": [2.350850891880383, 48.89322936475096]}";48.8932293648,2.35085089188
963;263, BD VOLTAIRE;75011;Paris;2007;PARIS HAB;28;8;12;0;8;acquisition conventionnement;;11;logement familial;655502.5018;6861276.69;"{""type"": ""Point"", ""coordinates"": [2.393621016919913, 48.8499948716015]}";48.8499948716,2.39362101692
971;13, RUE LEOPOLD BELLAN;75002;Paris;2007;PARIS HAB;21;8;13;0;0;acquisition réhabilitation;;2;logement familial;652008.8651;6863141.912;"{""type"": ""Point"", ""coordinates"": [2.345803839714582, 48.866517857115646]}";48.8665178571,2.34580383971
805;27, RUE DU CHATEAU D'EAU;75010;Paris;2007;RIVP;86;22;43;0;21;construction neuve;;10;logement familial;652999.4025;6863582.606;"{""type"": ""Point"", ""coordinates"": [2.359257108815948, 48.87055397679816]}";48.8705539768,2.35925710882
844;PORTE POUCHET - 47, RUE PIERRE REBIERE (RECONSTITUTION TOUR BOREL) LOT A;75017;Paris;2007;PARIS HAB;92;0;0;92;0;construction neuve;;17;logement familial;649992.8683;6866573.354;"{""type"": ""Point"", ""coordinates"": [2.317919864799611, 48.89722231888027]}";48.8972223189,2.3179198648
848;ILOT CAILLIE (LOTS 6 ET 7) 1 A 11 ET 6-10, RUE CAILLIE;75018;Paris;2007;SIEMP;40;14;0;0;26;construction neuve;;18;logement familial;653374.5322;6865144.027;"{""type"": ""Point"", ""coordinates"": [2.364199508158391, 48.88462270599013]}";48.884622706,2.36419950816
855;22,  RUE DU NORD 21 RUE EMILE CHAINE;75018;Paris;2007;SIEMP;3;3;0;0;0;construction neuve;;18;logement familial;652415.9481;6866074.844;"{""type"": ""Point"", ""coordinates"": [2.351024198819425, 48.89292308686737]}";48.8929230869,2.35102419882
1376;7-7 BIS, RUE SCHEFFER;75016;Paris;2009;PARIS HAB;37;2;20;0;15;acquisition conventionnement;;16;logement familial;647453.3434;6862531.842;"{""type"": ""Point"", ""coordinates"": [2.283783458211358, 48.86067610616764]}";48.8606761062,2.28378345821
1384;SAINT LAMBERT 188 RUE LECOURBE RUE THEOPHRASTE RENAUDOT;75015;Paris;2009;PARIS HAB;4;0;4;0;0;acquisition réhabilitation;;15;logement familial;648379.53;6860325.728;"{""type"": ""Point"", ""coordinates"": [2.296674631672555, 48.84091162961118]}";48.8409116296,2.29667463167
1270;94, RUE PHILIPPE DE GIRARD;75018;Paris;2008;SIEMP;15;0;15;0;0;acquisition réhabilitation;;18;logement familial;653104.1863;6865702.78;"{""type"": ""Point"", ""coordinates"": [2.360451430927286, 48.889627752356205]}";48.8896277524,2.36045143093
1309;58-58 BIS BD DE MENILMONTANT;75020;Paris;2009;PARIS HAB;9;0;6;0;3;acquisition réhabilitation;;20;logement familial;655029.2782;6862799.049;"{""type"": ""Point"", ""coordinates"": [2.387011488001682, 48.863652493950106]}";48.863652494,2.387011488
1313;2, RUE BEAUBOURG;75004;Paris;2009;PARIS HAB;20;5;0;11;4;construction neuve;;4;logement familial;652542.6403;6862454.316;"{""type"": ""Point"", ""coordinates"": [2.353156504815249, 48.860373956820375]}";48.8603739568,2.35315650482
1325;49, RUE BLANCHE;75009;Paris;2009;AXIMO;7;3;4;0;0;acquisition réhabilitation;;9;logement familial;650965.9659;6864749.588;"{""type"": ""Point"", ""coordinates"": [2.331402564822102, 48.88089673554813]}";48.8808967355,2.33140256482
1348;2-4 BIS, AVENUE DORIAN;75012;Paris;2009;RIVP;30;3;18;0;9;acquisition conventionnement;;12;logement familial;655530.8973;6860956.111;"{""type"": ""Point"", ""coordinates"": [2.394041478699015, 48.8471138620959]}";48.8471138621,2.3940414787
1450;43-45, RUE DES VIGNOLES;75020;Paris;2009;SIEMP;11;1;10;0;0;construction neuve;;20;logement familial;655993.3475;6861761.471;"{""type"": ""Point"", ""coordinates"": [2.400259465175118, 48.85438821157214]}";48.8543882116,2.40025946518
1471;25 BIS RUE DES CHAUFOURNIERS ET 24 AV MATHURIN MOREAU;75019;Paris;2009;PARIS HAB;13;0;0;0;13;acquisition réhabilitation;;19;logement familial;654053.3418;6864427.723;"{""type"": ""Point"", ""coordinates"": [2.373533084985729, 48.87822997684175]}";48.8782299768,2.37353308499
1240;28, RUE DE TOURTILLE;75020;Paris;2008;SIEMP;3;2;1;0;0;acquisition réhabilitation;;20;logement familial;654586.5845;6863711.929;"{""type"": ""Point"", ""coordinates"": [2.380879886880568, 48.87183082177747]}";48.8718308218,2.38087988688
1248;36, RUE JACQUES LOUVEL TESSIER;75010;Paris;2008;RIVP;35;35;0;0;0;construction neuve;;10;centre d'hébergement d'urgence;653891.7642;6863685.859;"{""type"": ""Point"", ""coordinates"": [2.371410643135077, 48.87154701201319]}";48.871547012,2.37141064314
1264;11, RUE DE SUEZ;75018;Paris;2008;SIEMP;34;9;16;0;9;acquisition réhabilitation;;18;logement familial;652498.7048;6865459.826;"{""type"": ""Point"", ""coordinates"": [2.352221636512291, 48.88739856697117]}";48.887398567,2.35222163651
1266;77 RUE ORFILA;75020;Paris;2008;SIEMP;5;0;5;0;0;construction neuve;;20;logement familial;655952.4109;6863261.65;"{""type"": ""Point"", ""coordinates"": [2.399546118871945, 48.867876392316894]}";48.8678763923,2.39954611887
1532;90-98 RUE DE LA GLACIERE - ILOT 13;75013;Paris;2009;SAGECO;10;0;10;0;0;acquisition conventionnement;;13;logement familial;651785.1866;6859014.875;"{""type"": ""Point"", ""coordinates"": [2.343222804453876, 48.82938684298099]}";48.829386843,2.34322280445
1578;54-56, RUE DE MENILMONTANT;75020;Paris;2010;EMMAUS HAB;14;14;0;0;0;construction neuve;;20;foyer pour jeunes travailleurs ou résidence pour jeunes;655154.1342;6863306.691;"{""type"": ""Point"", ""coordinates"": [2.388659740025804, 48.86822635380504]}";48.8682263538,2.38865974003
1860;42, RUE DU LOUVRE;75001;Paris;2011;ELOGIE;50;12;26;0;12;construction neuve;;1;logement familial;651741.1787;6862787.429;"{""type"": ""Point"", ""coordinates"": [2.342195266961275, 48.86331005195287]}";48.863310052,2.34219526696
1880;12, RUE DE LA LUNE;75002;Paris;2011;FIAC;12;12;0;0;0;acquisition conventionnement;;2;logement familial;652350.4259;6863500.852;"{""type"": ""Point"", ""coordinates"": [2.350419400072933, 48.86977109456255]}";48.8697710946,2.35041940007
1890;38, RUE BLANCHE;75009;Paris;2011;OROSDI;20;0;0;0;20;construction neuve;;9;logement familial;650970.38;6864570.304;"{""type"": ""Point"", ""coordinates"": [2.331483446010219, 48.87928482519451]}";48.8792848252,2.33148344601
1715;PARIS NORD EST - ENTREPOTS MACDONALD 141-219 BD MACDONALD;75019;Paris;2010;EFIDIS;84;8;34;0;42;construction neuve;;19;logement familial;653919.1542;6866677.871;"{""type"": ""Point"", ""coordinates"": [2.3714593528763253, 48.89845521765692]}";48.8984552177,2.37145935288
1768;3 RUE THOMIRE;75013;Paris;2010;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652159.6114;6857938.475;"{""type"": ""Point"", ""coordinates"": [2.348443933117646, 48.819734504057315]}";48.8197345041,2.34844393312
1776;RUE MOROT;75013;Paris;2010;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652256.0054;6858012.073;"{""type"": ""Point"", ""coordinates"": [2.349748445306903, 48.82040353151869]}";48.8204035315,2.34974844531
1625;GROUPE GOUVION SAINT CYR 3 ET 13, RUE ALEXANDRE CHARPENTIER;75017;Paris;2010;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;17;logement familial;647827.2185;6865140.973;"{""type"": ""Point"", ""coordinates"": [2.288558732301131, 48.88416966742422]}";48.8841696674,2.2885587323
1641;122, BD DE CHARONNE;75020;Paris;2010;RIVP;90;0;90;0;0;construction neuve;;20;établissement d'hébergement pour personnes âgées dépendantes;655673.6024;6861831.255;"{""type"": ""Point"", ""coordinates"": [2.395894742637317, 48.854993856781824]}";48.8549938568,2.39589474264
1676;29 TER RUE DES MEUNIERS;75012;Paris;2010;TOIT&JOIE;10;0;6;0;4;acquisition réhabilitation;;12;logement familial;655704.5515;6859570.946;"{""type"": ""Point"", ""coordinates"": [2.396551930139818, 48.83466893307049]}";48.8346689331,2.39655193014
1682;LOT 4.5 116, RUE DE SAUSSURE 6 RUE CHRISTINE DE PISAN;75017;Paris;2010;SABLIERE;100;20;50;0;30;construction neuve;;17;logement familial;649341.3896;6865700.771;"{""type"": ""Point"", ""coordinates"": [2.309138497711849, 48.88932462228385]}";48.8893246223,2.30913849771
1688;66, RUE DES PLANTES;75014;Paris;2010;RSF;66;0;66;0;0;construction neuve;;14;foyer pour personnes handicapées;650077.2354;6858735.371;"{""type"": ""Point"", ""coordinates"": [2.319991188251302, 48.82674321171164]}";48.8267432117,2.31999118825
2061;67-69, AVENUE PARMENTIER;75011;Paris;2012;EFIDIS;44;12;12;0;20;acquisition réhabilitation;;11;logement familial;654162.2303;6862857.45;"{""type"": ""Point"", ""coordinates"": [2.375187090463606, 48.86411657135657]}";48.8641165714,2.37518709046
2091;ZAC BEDIER BOUTROUX;75013;Paris;2012;GAMBETTA L;163;0;0;0;163;construction neuve;;13;résidence pour étudiants;653990.154;6857977.749;"{""type"": ""Point"", ""coordinates"": [2.373369462251633, 48.820220947332565]}";48.8202209473,2.37336946225
2096;12, RUE LAHIRE;75013;Paris;2012;HSF;1;0;1;0;0;construction neuve;;13;logement familial;653494.3018;6859048.867;"{""type"": ""Point"", ""coordinates"": [2.366499462619489, 48.82981811841638]}";48.8298181184,2.36649946262
2109;148-150, BD VINCENT AURIOL;75013;Paris;2012;PARIS HAB;25;0;18;0;7;construction neuve;;13;résidence pour étudiants;653016.9793;6859347.85;"{""type"": ""Point"", ""coordinates"": [2.359964648528277, 48.832472291738576]}";48.8324722917,2.35996464853
